timestamp,slug,side,entryPrice,size,cost,resolution,payout,pnl
2026-02-05T14:24:17.108Z,will-chatgpt-be-out-as-the-1-free-app-in-the-us-apple-store-by-february-4,NO,0.92,2.1739,2.00,NO,2.17,0.15
